instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Emerson College,Massachusetts,18816,86869752,3987,604,-71.065936,42.352393,
Emmanuel College,Massachusetts,15488,20895853,1489,153,-71.10303,42.342463,
Endicott College,Massachusetts,14000,25265132,1512,317,-70.841275,42.551097,
Episcopal Divinity School,Massachusetts,,6182676.002,96,63,-71.125588,42.376273,
Rob Roy Academy-Fall River,Massachusetts,,164493.003,42,,-71.154934,41.705587,
Fisher College,Massachusetts,12800,12244305,1577,284,-71.074024,42.355003,
Fitchburg State College,Massachusetts,7050,46788227,5557,648,-71.788856,42.587887,
Framingham State College,Massachusetts,7050,45687866,5697,482,-71.437125,42.297374,
Benjamin Franklin Institute of Technology,Massachusetts,9100,4253136.001,337,62,-71.070356,42.345869,
Gordon College,Massachusetts,15740,35564238,1548,355,-70.823883,42.590724,
Gordon-Conwell Theological Seminary,Massachusetts,,17718091,1470,159,-70.843302,42.606223,
Greenfield Community College,Massachusetts,6900,15926254,2274,306,-72.62682,42.59771,
Hallmark Institute of Photography,Massachusetts,,1653027.003,105,,-72.529758,42.589386,
Hampshire College,Massachusetts,24984,41283405,1172,279,-72.524485,42.326551,
Harvard University,Massachusetts,22054,6886909824,24214,16083,-71.11828,42.37442,
Hebrew College,Massachusetts,10800,4733747.002,109,23,-71.191961,42.327212,
Hellenic College-Holy Cross Greek Orthodox School of Theology,Massachusetts,8400,6492248.002,146,92,-71.13016,42.317915,
Henris School of Hair Design,Massachusetts,,2730395.003,38,,-71.792233,42.577501,
College of the Holy Cross,Massachusetts,22500,125806460,2801,940,-71.80804,42.2398,
Holyoke Community College,Massachusetts,6888,32136285,5619,602,-72.64754,42.193865,
Gibbs College-Boston,Massachusetts,,5231220.003,1043,89,-71.076406,42.351243,
Kay Harvey Academy of Hair Design,Massachusetts,,217708.003,26,,-72.62247,42.105819,
La Baron Hairdressing Academy,Massachusetts,,265264.003,44,,-71.060208,42.052596,
La Baron Hairdressing Academy,Massachusetts,,326001.003,49,,-70.929341,41.633919,
Lasell College,Massachusetts,14300,15785552,724,254,-71.241308,42.343213,
Lawrence Memorial Hospital School of Nursing,Massachusetts,9250,215100215,161,35,-71.110237,42.425855,
Lesley University,Massachusetts,15450,72884769,7049,566,-71.118463,42.379966,
Longy School of Music,Massachusetts,13000,4611966.002,161,178,-71.12362,42.37847,
Lowell Academy of Hairdressing,Massachusetts,,526329.003,56,,-71.308417,42.643493,
Mansfield Beauty Schools,Massachusetts,,1748516.003,97,,-71.003131,42.245202,
Marian Court College,Massachusetts,8500,2171629.002,265,50,-70.890549,42.466704,
University of Massachusetts-Boston,Massachusetts,9758,1332601584,58492,16622,-71.04777,42.31604,
Massachusetts Bay Community College,Massachusetts,6900,25250339,4428,580,-71.265615,42.313012,
Massachusetts College of Pharmacy & Health Science,Massachusetts,16071,31700331,1783,275,-71.101458,42.336363,
Massachusetts College of Art,Massachusetts,8000,27385929,2370,490,-71.099966,42.336169,
Massachusetts Institute of Technology,Massachusetts,25000,3982193072,9972,11074,-71.093557,42.359126,
Massachusetts Maritime Academy,Massachusetts,8000,21639822,800,237,-70.620606,41.741009,
Massachusetts School of Professional Psychology,Massachusetts,,3684331.002,171,51,-71.178162,42.278402,
Massachusetts School of Barbering and Men's Hairstyling,Massachusetts,,348671.003,50,,-71.002411,42.24572,
Massasoit Community College,Massachusetts,6900,33859144,6479,852,-70.99028,42.07563,
Merrimack College,Massachusetts,15710,46932628,2677,547,-71.124418,42.67202,
MGH Institute of Health Professions,Massachusetts,,6973000.002,493,64,-71.056532,42.373576,
Middlesex Community College,Massachusetts,5520,39926679,6933,994,-71.27427,42.50926,
Montserrat College of Art,Massachusetts,12550,6567654.002,386,98,-70.876343,42.550439,
Mount Holyoke College,Massachusetts,24200,167961302,1982,994,-72.576323,42.256423,
Mount Ida College,Massachusetts,13300,23148174,1471,320,-71.186734,42.299,
Mount Wachusett Community College,Massachusetts,5520,24526303,3413,426,-71.986976,42.59298,
Cortiva Institute-Muscular Therapy Institute,Massachusetts,,2546096.003,298,,-71.190333,42.361387,
School of the Museum of Fine Arts-Boston,Massachusetts,16950,17002498,1177,132,-71.096899,42.338935,
Bryman Institute-A Corinthian School,Massachusetts,,2678495.003,325,,-71.141109,42.347013,
Rob Roy Academy-New Bedford,Massachusetts,,132356.003,35,,-70.925349,41.672014,
The New England Conservatory of Music,Massachusetts,19650,23439963,768,349,-71.086405,42.341384,
New England College of Optometry,Massachusetts,,14260898,430,153,-71.086657,42.351603,
New England School of Acupuncture Inc,Massachusetts,,3456856.002,260,172,-71.194762,42.364558,
New England School of Law,Massachusetts,,12986268,961,93,-71.066062,42.351041,
New England School of Photography,Massachusetts,,1996350.003,131,,-71.096851,42.348972,
Newbury College-Brookline,Massachusetts,12650,15268054,2594,166,-71.142757,42.330518,
Nichols College,Massachusetts,12550,15806884,1431,224,-71.93244,42.04003,
Massachusetts College of Liberal Arts,Massachusetts,7050,25285684,1520,342,-73.1017,42.690376,
North Bennet Street School,Massachusetts,,2116955.002,132,,-71.0549,42.365753,
North Shore Community College,Massachusetts,5520,37391982,6101,739,-70.966633,42.594978,
The New England Institute of Art,Massachusetts,10500,7875241.003,570,78,-71.115416,42.331985,
Northeastern University,Massachusetts,18675,522385126,23556,4116,-71.088965,42.340179,
Northern Essex Community College,Massachusetts,5520,35074864,6375,960,-71.051089,42.797086,
College of Our Lady of the Elms,Massachusetts,13470,12190036,1034,147,-72.602515,42.141863,
Pine Manor College,Massachusetts,11440,11937548,329,138,-71.155123,42.322282,
Blessed John XXIII National Seminary,Massachusetts,,1707752.002,70,25,-71.313667,42.340835,
Quincy College,Massachusetts,2790,13637481,4401,92,-71.003137,42.252861,
Quinsigamond Community College,Massachusetts,5520,30620744,5527,732,-71.796752,42.314943,
RETS Technical Center,Massachusetts,10995,1446067.003,150,,-71.072721,42.382037,
Regis College,Massachusetts,16860,21295927,1131,384,-71.305015,42.352113,
Roxbury Community College,Massachusetts,4728,19807333,2382,357,-71.091658,42.333148,
Saint John's Seminary,Massachusetts,5800,11311196,110,,-71.16403,42.34417,
Salem State College,Massachusetts,7050,70352750,8081,1079,-70.889181,42.502632,
The Salter School-Worcester Campus,Massachusetts,,2875400.003,,,-71.785418,42.350487,
Simmons College,Massachusetts,19520,78652596,3295,722,-71.099278,42.339203,
Simons Rock College of Bard,Massachusetts,20800,17712531,372,170,-73.382045,42.205226,
Smith College,Massachusetts,22440,169086780,3168,1212,-72.63898,42.32011,
Southeastern Technical Institute,Massachusetts,,1061605.001,160,,-71.081263,42.011288,
Springfield College,Massachusetts,16698,63918970,4246,575,-72.556905,42.102706,
Springfield Technical Community College,Massachusetts,6900,47632193,6474,732,-72.581622,42.105521,
Stonehill College,Massachusetts,15736,54122175.5,2565,618,-71.08715,42.0654,
Suffolk University,Massachusetts,14580,113990994,6457,1142,-71.061642,42.359126,
Rob Roy Academy-Taunton,Massachusetts,,131403.003,34,,-71.092074,41.901771,
Tufts University,Massachusetts,24126,459055438,9269,4261,-71.123638,42.406542,
Wellesley College,Massachusetts,22894,543272426,2333,1241,-71.299059,42.295935,
Wentworth Institute of Technology,Massachusetts,12450,60541732.41,3225,439,-71.096171,42.337387,
Western New England College,Massachusetts,11954,51991523,5094,493,-72.520291,42.11663,
Westfield State College,Massachusetts,7050,44596785,4985,606,-72.789589,42.127772,
Wheaton College,Massachusetts,22950,77679329,1500,460,-71.189537,41.965585,
Wheelock College,Massachusetts,16740,33707124,1360,386,-71.1064,42.3417,
Williams College,Massachusetts,24619,594597259,2162,972,-73.203334,42.712279,
Worcester Polytechnic Institute,Massachusetts,21770,207539441,3875,1051,-71.807761,42.272628,
Worcester State College,Massachusetts,7050,38338879,5212,807,-71.841165,42.268665,
Fiser's College of Cosmetology,Michigan,,481301.003,,,-84.006452,41.892027,
Adrian College,Michigan,13650,18394393,1060,175,-84.058469,41.89895,
Albion College,Michigan,18234,53372730,1419,488,-84.744963,42.243797,
Hillsdale Beauty College,Michigan,,132356.003,38,,-84.631999,41.918925,
Northwestern Technological Institute,Michigan,,1351633.003,204,,-83.238124,42.469548,
Alma College,Michigan,14998,38200382,1383,322,-84.670023,43.379033,
Alpena Community College,Michigan,3210,13236404,1871,214,-83.442149,45.0787,
Andrews University,Michigan,12030,71181504.98,2968,2190,-86.359495,41.963415,
Aquinas College,Michigan,13366,23594413,2547,467,-85.629344,42.958031,
Baker College of Flint,Michigan,5240,82864877,17502,1454,-83.696075,42.973985,
Bay de Noc Community College,Michigan,3760,13255160,2040,231,-87.080767,45.769715,
Bayshire Academy of Beauty Craft Inc,Michigan,,314535.003,88,,-83.888813,43.59933,
Calvin College,Michigan,13420,81051117,4264,724,-85.588812,42.926986,
Calvin Theological Seminary,Michigan,,8516157.002,270,52,-85.588176,42.926983,
Carnegie Institute,Michigan,,1036390.003,183,,-83.120049,42.538711,
Center for Humanistic Studies Graduate School,Michigan,,840424.292,60,18,-83.358467,42.492022,
Central Michigan University,Michigan,8175,235555100,26321,2693,-84.769913,43.585787,
Mott Community College,Michigan,5829,47158642,8998,,-83.673129,43.018174,
Chic University of Cosmetology,Michigan,,1557752.003,154,,-85.626545,43.028516,
Cleary University,Michigan,,6859446.002,646,84,-83.690938,42.305553,
Concordia University-Ann Arbor,Michigan,12900,10254213,573,177,-83.682386,42.274619,
Cranbrook Academy of Art,Michigan,,13283037,138,37,-83.239353,42.577212,
College for Creative Studies,Michigan,14970,18898882,1048,319,-83.064194,42.360901,
Davenport University,Michigan,8820,47024000,7035,425,-85.53019,42.84983,
David Pressley School of Cosmetology,Michigan,,744475.003,103,,-83.146282,42.479819,
Delta College,Michigan,3390,67787186,9599,884,-83.97614,43.55204,
Detroit Business Institute-Downriver,Michigan,,1836024.003,119,,-83.18926,42.16995,
Michigan State University College of Law,Michigan,,11215403,691,171,-84.47354,42.72569,
Michigan Institute of Aviation and Technology,Michigan,,3094633.003,333,,-83.447042,42.283356,
University of Detroit Mercy,Michigan,14100,93601184.63,6212,953,-83.138745,42.417179,
Dorsey Business Schools,Michigan,,2478974.003,547,,-83.216019,42.213245,
Eastern Michigan University,Michigan,8215,211169744,22956,1813,-83.625046,42.248847,
Ferris State University,Michigan,8726,150305389,9668,1550,-85.483451,43.687275,
Flint Institute of Barbering Inc,Michigan,,288767.003,30,,-83.739438,43.026661,
Glen Oaks Community College,Michigan,2248,5240605.001,1579,171,-85.50702,41.898037,
Kettering University,Michigan,14640,59586059,3166,519,-83.712546,43.013455,
Gogebic Community College,Michigan,2604,7803020.001,1219,148,-90.166061,46.470604,
Grace Bible College,Michigan,6800,2279577.002,146,43,-85.689271,42.918454,
Cornerstone University,Michigan,9664,22198661,1754,225,-85.590839,42.980418,
Olympia Career Training Institute-Grand Rapids,Michigan,,1613123.003,247,,-85.626479,43.035145,
Grand Rapids Community College,Michigan,2880,70052529,12730,982,-85.666524,42.966767,
Grand Valley State University,Michigan,8830,178156899,17452,1364,-85.888856,42.96137,
Great Lakes Christian College,Michigan,6000,3786802.002,188,44,-84.63916,42.755489,
Henry Ford Community College,Michigan,2376,65719883,12555,842,-83.234005,42.324802,
Hope College,Michigan,15934,92265350,2943,684,-86.105233,42.786748,
ITT Technical Institute,Michigan,8073,4579772.003,431,37,-85.714833,42.854694,
Jackson Community College,Michigan,2377,25224731.84,5042,724,-84.407618,42.167448,
Wright Beauty Academy,Michigan,,387393.003,74,,-85.574747,42.220242,
Kalamazoo College,Michigan,19188,42876790,1367,324,-85.601214,42.290426,
Kalamazoo Valley Community College,Michigan,3410,37219229,8934,788,-85.684636,42.229877,
Kellogg Community College,Michigan,3788,32678127,4955,514,-85.179676,42.333849,
Kirtland Community College,Michigan,2091,10913249,1175,183,-84.410864,44.525713,
Michigan College of Beauty,Michigan,,337111.003,74,,-83.404901,41.908004,
Lake Michigan College,Michigan,2061,21658286,3326,537,-86.397681,42.089659,
Lake Superior State University,Michigan,7542,35727394,3197,462,-84.364605,46.49174,
Lansing Community College,Michigan,2596,80025573,16677,1751,-84.553893,42.737582,
Lawrence Technological University,Michigan,8304,30314347,3771,401,-83.249803,42.472841,
M J Murphy Beauty College of Mount Pleasant,Michigan,,492574.003,,,-84.777677,43.604474,
Macomb Community College,Michigan,3007,100869030,21718,1659,-82.97373,42.507039,
Madonna University,Michigan,6510,23316822,3929,517,-83.4053,42.382309,
Marygrove College,Michigan,9846,25126043,4906,,-83.154341,42.417001,
Rochester College,Michigan,7808,7842194.002,557,121,-83.146653,42.665979,
University of Michigan-Ann Arbor,Michigan,19576,3160641659,37846,19362,-83.73801,42.276633,
Michigan Barber School Inc,Michigan,,62762.002,194,,-83.128794,42.364668,
Michigan State University,Michigan,12406,1115763947,43038,13162,-84.479952,42.724627,
Michigan Technological University,Michigan,10578,134292000,6321,3380,-88.552693,47.120128,
University of Michigan-Dearborn,Michigan,11565,71926316,8076,886,-83.228976,42.317387,
University of Michigan-Flint,Michigan,10515,54765176,6524,706,-83.688888,43.017973,
Mid Michigan Community College,Michigan,3193,11595853,2427,219,-84.767864,43.968341,
Monroe County Community College,Michigan,2580,19701066,3568,430,-83.471311,41.917934,
Montcalm Community College,Michigan,3018,10078323,1833,184,-85.099795,43.251409,
Mr Bela's School of Cosmetology Inc,Michigan,,145909.003,71,,-83.050543,42.506078,
Muskegon Community College,Michigan,5220,23290696,4287,337,-86.193931,43.248143,
Olympia College,Illinois,,1868486.003,175,,-87.761039,42.056013,
National Institute of Technology,Michigan,,5729825.003,525,,-83.259705,42.447962,
North Central Michigan College,Michigan,2580,11068761,2108,218,-84.955606,45.360991,
Northern Michigan University,Michigan,5208,102149000,8082,1030,-87.396201,46.556648,
U P Academy of Hair Design,Michigan,,,3,,,-87.069202,45.766844
Northwestern Michigan College,Michigan,3256,30530051.88,4114,600,-85.582755,44.764214,
Northwood University,Michigan,11325,63884800,5355,684,-84.26825,43.627223,
Oakland Community College,Michigan,3509,138032156,23244,1423,-83.24751,42.595399,
Oakland University,Michigan,10839,135775000,14726,1480,-83.217676,42.673,
Olivet College,Michigan,12948,17392954,936,188,-84.924319,42.443516,
Port Huron Cosmetology College,Michigan,,217708.003,69,,-83.399884,42.700175,
Kuyper College,Michigan,7150,5201346.002,302,61,-85.59061,43.02054,
Ross Medical Education Center,Michigan,,144496814,400,,-83.751213,42.984099,
Sacred Heart Major Seminary,Michigan,6074,4380586.002,349,58,-83.111975,42.375985,
Saginaw Valley State University,Michigan,7008,60306478,8334,581,-83.96434,43.55187,
Schoolcraft College,Michigan,2784,52458425,8988,267,-83.432718,42.419149,
Siena Heights University,Michigan,11522,20834389,1897,323,-84.014564,41.905213,
St Clair County Community College,Michigan,3627,23285746,3729,402,-82.427387,42.977904,
Southwestern Michigan College,Michigan,2449,16162887,3131,296,-86.078113,41.967045,
Specs Howard School of Broadcast Arts Inc,Michigan,,3514971.003,334,,-83.239106,42.4583,
Spring Arbor University,Michigan,11600,24053215,2434,284,-84.553858,42.205322,
Michigan Career and Technical Institute,Michigan,5400,10188548,535,,-85.511649,42.508553,
Finlandia University,Michigan,10830,8448912.002,376,117,-88.589101,47.126432,
Thomas M Cooley Law School,Michigan,,29880856,1659,434,-84.554005,42.731321,
Twin City Beauty College,Michigan,,198447.003,50,,-86.475394,42.071534,
Virginia Farrell Beauty School,Michigan,,1469509.003,379,,-82.906264,42.469518,
Walsh College of Accountancy and Business Administration,Michigan,4920,18471490,2929,122,-83.148191,42.573851,
Washtenaw Community College,Michigan,3528,59053496,10820,468,-83.665779,42.266106,
Wayne County Community College District,Michigan,2858,55075607,8265,862,-83.054299,42.327701,
Wayne State University,Michigan,7860,593153134,31025,6941,-83.058401,42.363097,
West Shore Community College,Michigan,2400,9466424.731,1262,152,-86.338481,43.90119,
Western Michigan University,Michigan,8574,325888192,27744,2876,-85.609338,42.285014,
Western Theological Seminary,Michigan,,6283540.002,168,33,-86.102674,42.785821,
Wright Beauty Academy,Michigan,,862378.003,,,-85.196907,42.308451,
Academy College,Minnesota,22859,3275175.003,418,19,-93.259385,44.861896,
